                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1687,                 1.4004,                 1.2025,                0.65613,                 0.5644,                0.62178,                0.46048,                 1.0803,                 1.0897,                 1.1245,                 0.0937,                 0.0007,                 0.0007
